mt0000008995,Q3
mt0000022649,Q3
mt0000024499,Q3
mt0000026571,Q4
mt0000027422,Q3
mt0000030834,Q4
mt0000031210,Q3
mt0000040773,Q1
mt0000042939,Q2
mt0000043184,Q3
mt0000045773,Q3
mt0000048600,Q4
mt0000052463,Q2
mt0000053935,Q1
mt0000054766,Q3
mt0000059269,Q3
mt0000063684,Q4
mt0000067251,Q3
mt0000082188,Q3
mt0000086428,Q3
mt0000090550,Q4
mt0000091401,Q1
mt0000091781,Q3
mt0000092637,Q3
mt0000095414,Q3
mt0000103049,Q4
mt0000103874,Q1
mt0000105492,Q1
mt0000106285,Q4
mt0000111068,Q3
mt0000119701,Q4
mt0000119987,Q1
mt0000124779,Q3
mt0000128573,Q1
mt0000130807,Q3
mt0000139242,Q1
mt0000143859,Q4
mt0000144424,Q2
mt0000145509,Q2
mt0000146284,Q4
mt0000147647,Q2
mt0000151451,Q4
mt0000151529,Q3
mt0000153361,Q3
mt0000162219,Q3
mt0000164441,Q4
mt0000171421,Q3
mt0000171852,Q3
mt0000175597,Q3
mt0000185453,Q3
mt0000185601,Q1
mt0000186467,Q2
mt0000191766,Q1
mt0000192982,Q3
mt0000195705,Q4
mt0000214287,Q3
mt0000225806,Q1
mt0000239675,Q4
mt0000245808,Q1
mt0000252574,Q1
mt0000259235,Q3
mt0000265621,Q4
mt0000268576,Q3
mt0000268701,Q4
mt0000273374,Q4
mt0000277633,Q3
mt0000293345,Q3
mt0000310204,Q1
mt0000315363,Q1
mt0000316110,Q2
mt0000318206,Q2
mt0000320757,Q3
mt0000325093,Q1
mt0000326433,Q3
mt0000330045,Q1
mt0000345937,Q4
mt0000353361,Q3
mt0000361419,Q4
mt0000371043,Q3
mt0000380971,Q3
mt0000391566,Q4
mt0000398595,Q4
mt0000402499,Q2
mt0000409922,Q4
mt0000412380,Q3
mt0000421504,Q4
mt0000425270,Q2
mt0000431226,Q3
mt0000436815,Q4
mt0000447539,Q4
mt0000463371,Q2
mt0000464234,Q2
mt0000475876,Q1
mt0000489470,Q4
mt0000495842,Q4
mt0000502143,Q2
mt0000515256,Q3
mt0000518591,Q1
mt0000526302,Q4
mt0000526867,Q3
mt0000530706,Q1
mt0000552259,Q3
mt0000553622,Q3
mt0000564376,Q3
mt0000567692,Q3
mt0000570966,Q3
mt0000580738,Q3
mt0000592222,Q3
mt0000599398,Q4
mt0000603187,Q3
mt0000604234,Q2
mt0000606812,Q3
mt0000630628,Q4
mt0000633351,Q4
mt0000638424,Q4
mt0000638634,Q4
mt0000643201,Q3
mt0000652082,Q4
mt0000666429,Q2
mt0000667625,Q1
mt0000670865,Q4
mt0000685324,Q3
mt0000685538,Q3
mt0000688115,Q3
mt0000688312,Q3
mt0000689110,Q2
mt0000690637,Q1
mt0000704913,Q1
mt0000707663,Q4
mt0000712071,Q1
mt0000714708,Q1
mt0000720686,Q3
mt0000721873,Q1
mt0000728975,Q3
mt0000734482,Q4
mt0000744293,Q2
mt0000747666,Q3
mt0000753074,Q4
mt0000766316,Q1
mt0000775053,Q4
mt0000776108,Q3
mt0000783307,Q2
mt0000787002,Q3
mt0000789330,Q2
mt0000814289,Q3
mt0000832464,Q3
mt0000842929,Q4
mt0000844574,Q4
mt0000847731,Q3
mt0000850050,Q3
mt0000851865,Q1
mt0000853072,Q3
mt0000857760,Q3
mt0000863232,Q4
mt0000871290,Q1
mt0000874328,Q1
mt0000874482,Q2
mt0000875199,Q3
mt0000875520,Q1
mt0000878275,Q4
mt0000886390,Q1
mt0000889229,Q3
mt0000895905,Q4
mt0000903225,Q4
mt0000927561,Q2
mt0000931402,Q3
mt0000948111,Q1
mt0000950090,Q3
mt0000951610,Q2
mt0000968326,Q1
mt0000971800,Q1
mt0000983092,Q3
mt0001020011,Q4
mt0001030436,Q3
mt0001032211,Q4
mt0001043721,Q2
mt0001062700,Q3
mt0001073553,Q1
mt0001096019,Q1
mt0001101467,Q2
mt0001102610,Q3
mt0001104467,Q3
mt0001106114,Q4
mt0001117815,Q1
mt0001126926,Q4
mt0001137053,Q3
mt0001141875,Q3
mt0001152664,Q3
mt0001153847,Q1
mt0001157069,Q3
mt0001193202,Q2
mt0001194164,Q3
mt0001202986,Q1
mt0001232924,Q4
mt0001236337,Q3
mt0001243097,Q4
mt0001265984,Q3
mt0001266436,Q3
mt0001277283,Q3
mt0001297031,Q3
mt0001298241,Q3
mt0001305550,Q3
mt0001321861,Q2
mt0001353828,Q2
mt0001356476,Q1
mt0001356637,Q3
mt0001361436,Q2
mt0001369981,Q3
mt0001372070,Q3
mt0001374103,Q1
mt0001383277,Q2
mt0001385947,Q3
mt0001393272,Q3
mt0001395462,Q3
mt0001397431,Q2
mt0001453285,Q3
mt0001469090,Q1
mt0001473158,Q2
mt0001481574,Q1
mt0001497786,Q3
mt0001509615,Q3
mt0001518335,Q3
mt0001522985,Q3
mt0001531856,Q1
mt0001531906,Q4
mt0001535201,Q3
mt0001566152,Q3
mt0001578777,Q2
mt0001590201,Q2
mt0001595082,Q2
mt0001598710,Q3
mt0001608358,Q4
mt0001608499,Q3
mt0001609043,Q2
mt0001610102,Q1
mt0001612417,Q3
mt0001634305,Q3
mt0001638394,Q4
mt0001641165,Q2
mt0001646256,Q3
mt0001653728,Q4
mt0001658982,Q3
mt0001664577,Q1
mt0001698737,Q4
mt0001710592,Q2
mt0001722508,Q4
mt0001753032,Q3
mt0001779167,Q2
mt0001802833,Q1
mt0001832838,Q4
mt0001839466,Q3
mt0001863823,Q4
mt0001866808,Q3
mt0001879903,Q3
mt0001891260,Q3
mt0001921677,Q3
mt0001927015,Q1
mt0001943830,Q4
mt0001967655,Q4
mt0001972829,Q3
mt0001992879,Q2
mt0002014752,Q4
mt0002024741,Q4
mt0002034238,Q1
mt0002060109,Q3
mt0002067509,Q1
mt0002070314,Q1
mt0002164399,Q4
mt0002177145,Q1
mt0002179342,Q1
mt0002219182,Q1
mt0002225477,Q2
mt0002238737,Q4
mt0002239079,Q2
mt0002240771,Q1
mt0002260787,Q2
mt0002272314,Q2
mt0002325544,Q3
mt0002337555,Q2
mt0002343160,Q1
mt0002343207,Q1
mt0002355518,Q3
mt0002358457,Q1
mt0002359628,Q4
mt0002360219,Q1
mt0002371970,Q4
mt0002374117,Q4
mt0002390941,Q3
mt0002549047,Q3
mt0002619035,Q4
mt0002655864,Q2
mt0002662293,Q3
mt0002672499,Q1
mt0002675791,Q4
mt0002714093,Q3
mt0002737189,Q2
mt0002749253,Q2
mt0002784741,Q3
mt0002786674,Q1
mt0002803746,Q4
mt0002810052,Q2
mt0002842988,Q2
mt0002872113,Q4
mt0002903697,Q4
mt0002939380,Q2
mt0002949712,Q2
mt0002951965,Q4
mt0002962258,Q1
mt0003025373,Q1
mt0003038205,Q3
mt0003041246,Q2
mt0003059710,Q1
mt0003067607,Q1
mt0003085925,Q1
mt0003087857,Q1
mt0003108238,Q4
mt0003117846,Q2
mt0003131435,Q1
mt0003146944,Q4
mt0003163405,Q4
mt0003175531,Q1
mt0003216840,Q1
mt0003253576,Q2
mt0003272904,Q3
mt0003287170,Q4
mt0003309945,Q2
mt0003343422,Q3
mt0003353794,Q3
mt0003354468,Q4
mt0003402277,Q1
mt0003402994,Q1
mt0003408163,Q4
mt0003440957,Q1
mt0003496132,Q2
mt0003503243,Q2
mt0003623420,Q4
mt0003649209,Q1
mt0003663435,Q1
mt0003759483,Q4
mt0003768949,Q1
mt0003770678,Q4
mt0003791678,Q1
mt0003795778,Q1
mt0003808965,Q1
mt0003868349,Q4
mt0003950978,Q2
mt0003957022,Q1
mt0003965796,Q1
mt0004001989,Q1
mt0004005104,Q4
mt0004009266,Q4
mt0004014951,Q3
mt0004032349,Q4
mt0004036128,Q4
mt0004156130,Q4
mt0004157335,Q4
mt0004183911,Q2
mt0004254228,Q2
mt0004256890,Q4
mt0004263301,Q3
mt0004335339,Q4
mt0004349116,Q4
mt0004352726,Q4
mt0004380082,Q4
mt0004400843,Q3
mt0004444570,Q1
mt0004485367,Q3
mt0004489039,Q3
mt0004506984,Q1
mt0004588191,Q1
mt0004644495,Q4
mt0004692317,Q1
mt0004692456,Q1
mt0004739956,Q2
mt0004772896,Q3
mt0004805505,Q4
mt0004836526,Q2
mt0004844832,Q2
mt0004850406,Q4
mt0004861138,Q2
mt0004864453,Q4
mt0004910983,Q3
mt0004943985,Q1
mt0004963809,Q4
mt0004982192,Q2
mt0005009443,Q4
mt0005033429,Q1
mt0005044119,Q2
mt0005064430,Q4
mt0005103598,Q1
mt0005134466,Q3
mt0005142001,Q4
mt0005189820,Q3
mt0005198745,Q4
mt0005223794,Q2
mt0005241287,Q2
mt0005344437,Q4
mt0005404111,Q1
mt0005507880,Q1
mt0005519111,Q4
mt0005540184,Q4
mt0005567133,Q2
mt0005592810,Q1
mt0005638160,Q2
mt0005669153,Q3
mt0005715715,Q1
mt0005725657,Q2
mt0005826176,Q2
mt0005860700,Q1
mt0005941425,Q4
mt0005947736,Q4
mt0006005146,Q2
mt0006007936,Q2
mt0006039798,Q3
mt0006044445,Q4
mt0006078896,Q2
mt0006115121,Q4
mt0006137300,Q4
mt0006188933,Q1
mt0006196650,Q1
mt0006256204,Q2
mt0006356406,Q2
mt0006409530,Q2
mt0006431184,Q1
mt0006431807,Q1
mt0006514225,Q1
mt0006522591,Q3
mt0006536592,Q1
mt0006553309,Q1
mt0006683875,Q1
mt0006755411,Q1
mt0006795758,Q2
mt0006843007,Q1
mt0006876450,Q3
mt0006879985,Q2
mt0006914583,Q3
mt0006929157,Q2
mt0006937715,Q1
mt0007072562,Q1
mt0007075838,Q2
mt0007127869,Q2
mt0007136180,Q1
mt0007164275,Q2
mt0007177899,Q3
mt0007199330,Q4
mt0007210245,Q2
mt0007284655,Q1
mt0007350911,Q1
mt0007390015,Q1
mt0007401605,Q2
mt0007412399,Q3
mt0007419064,Q1
mt0007421674,Q2
mt0007433643,Q4
mt0007508173,Q1
mt0007644103,Q1
mt0007656256,Q3
mt0007730975,Q3
mt0007795217,Q1
mt0007805279,Q2
mt0007859380,Q1
mt0007868583,Q1
mt0007886392,Q1
mt0007983016,Q4
mt0008029439,Q1
mt0008046899,Q1
mt0008105399,Q1
mt0008113039,Q1
mt0008131425,Q1
mt0008147388,Q2
mt0008149831,Q2
mt0008154135,Q4
mt0008236217,Q1
mt0008279825,Q3
mt0008308461,Q1
mt0008350331,Q2
mt0008352590,Q2
mt0008375464,Q3
mt0008385501,Q2
mt0008394478,Q1
mt0008408635,Q4
mt0008421113,Q2
mt0008445371,Q1
mt0008518738,Q3
mt0008537015,Q1
mt0008602863,Q2
mt0008632122,Q1
mt0008690776,Q3
mt0008734186,Q2
mt0008734289,Q2
mt0008737859,Q3
mt0008813307,Q3
mt0008813309,Q1
mt0008830058,Q3
mt0008830314,Q1
mt0008847144,Q1
mt0008863436,Q2
mt0008869963,Q4
mt0008882630,Q2
mt0008891523,Q1
mt0008953247,Q3
mt0008963540,Q3
mt0008969183,Q3
mt0008990167,Q4
mt0009005900,Q1
mt0009060419,Q1
mt0009153900,Q1
mt0009164591,Q3
mt0009174874,Q2
mt0009206381,Q1
mt0009233872,Q1
mt0009239443,Q2
mt0009263768,Q3
mt0009300582,Q3
mt0009311775,Q2
mt0009312856,Q3
mt0009320357,Q2
mt0009321428,Q3
mt0009360971,Q2
mt0009392584,Q2
mt0009495280,Q3
mt0009495283,Q3
mt0009495284,Q3
mt0009495285,Q3
mt0009577134,Q2
mt0009781899,Q3
mt0010007878,Q3
mt0010007881,Q3
mt0010007882,Q3
mt0010065680,Q1
mt0010100277,Q2
mt0010100278,Q1
mt0010100279,Q1
mt0010100283,Q3
mt0010100285,Q1
mt0010100324,Q4
mt0010100333,Q1
mt0010261588,Q1
mt0010290775,Q4
mt0010290785,Q4
mt0010290788,Q4
mt0010305995,Q4
mt0010310891,Q2
mt0010310894,Q2
mt0010310897,Q2
mt0010310898,Q2
mt0010310899,Q2
mt0010368848,Q1
mt0010369823,Q2
mt0010405928,Q2
mt0010478882,Q1
mt0010480965,Q2
mt0010484291,Q1
mt0010487366,Q2
mt0010487702,Q2
mt0010526041,Q2
mt0010543277,Q1
mt0010551970,Q4
mt0010552303,Q1
mt0010554175,Q1
mt0010554620,Q2
mt0010570500,Q1
mt0010611876,Q1
mt0010612023,Q2
mt0010616215,Q2
mt0010623104,Q2
mt0010623318,Q4
mt0010674530,Q3
mt0010674859,Q3
mt0010687397,Q2
mt0010694349,Q2
mt0010695865,Q3
mt0010696838,Q1
mt0010699902,Q1
mt0010701929,Q3
mt0010702370,Q1
mt0010704053,Q3
mt0010705334,Q1
mt0010723417,Q1
mt0010741386,Q3
mt0010751134,Q3
mt0010753520,Q3
mt0010754290,Q1
mt0010883435,Q1
mt0010922381,Q2
mt0010961352,Q2
mt0010978213,Q2
mt0010983695,Q2
mt0010995725,Q2
mt0011069243,Q3
mt0011162069,Q3
mt0011204639,Q1
mt0011353873,Q2
mt0011374266,Q2
mt0011378875,Q2
mt0011387901,Q2
mt0011405787,Q1
mt0011426003,Q2
mt0011438643,Q2
mt0011487003,Q1
mt0011503204,Q1
mt0011558921,Q1
mt0011594132,Q1
mt0011707340,Q2
mt0011741035,Q3
mt0011759451,Q2
mt0011767762,Q1
mt0011772341,Q1
mt0011800641,Q3
mt0011808566,Q1
mt0011815949,Q4
mt0011842354,Q3
mt0011861922,Q1
mt0011870505,Q3
mt0011873776,Q1
mt0011878109,Q1
mt0011897338,Q3
mt0011904586,Q3
mt0011908732,Q3
mt0011909571,Q1
mt0011921060,Q2
mt0011924283,Q1
mt0011924316,Q2
mt0011924930,Q1
mt0011928183,Q1
mt0011937155,Q2
mt0011937271,Q3
mt0011940781,Q2
mt0011942127,Q2
mt0011943335,Q2
mt0011944405,Q2
mt0011945627,Q1
mt0011945841,Q2
mt0011946105,Q4
mt0011957377,Q2
mt0011961925,Q3
mt0011991382,Q2
mt0012000832,Q4
mt0012005920,Q1
mt0012009054,Q2
mt0012014382,Q1
mt0012022863,Q4
mt0012028572,Q2
mt0012030545,Q2
mt0012030591,Q1
mt0012031327,Q2
mt0012033786,Q2
mt0012034242,Q4
mt0012034674,Q2
mt0012035583,Q3
mt0012102419,Q4
mt0012334245,Q1
mt0012438211,Q2
mt0012459878,Q3
mt0012468115,Q3
mt0012477572,Q4
mt0012494520,Q1
mt0012625300,Q2
mt0012630337,Q2
mt0012639323,Q1
mt0012666474,Q3
mt0012738934,Q2
mt0012784267,Q2
mt0012809291,Q3
mt0012811141,Q3
mt0012823048,Q3
mt0012844418,Q3
mt0012863101,Q1
mt0012930833,Q2
mt0012988776,Q3
mt0013058008,Q2
mt0013070871,Q3
mt0013101577,Q1
mt0013105517,Q4
mt0013148928,Q1
mt0013186132,Q1
mt0013201347,Q1
mt0013236693,Q1
mt0013425007,Q3
mt0013427388,Q1
